start_node,end_node,distance,route_id,route_short_name
stop103,stop2584,691,"route782, route577, route580, route619, route414, route689, route166, route569, route571, route293, route415, route584, route251, route731, route568, route185, route248, route576, route489, route47, route246, route506, route250, route759, route583","Minibus 226, CTA 130, Minibus 76, Minibus 127, Agyad Gm1, Minibus 125, Minibus 66, CTA 1020, Minibus 329, Minibus 85, CTA 92-1050, Agyad Gm7, Minibus 219, Minibus 100, Microbus, Minibus 25, Minibus 606, Minibus 121, Minibus 102, CTA 1123, CTA 91, Agyad Gm2, CTA 370, CTA 103-1094"
stop103,stop332,5383,route227,Microbus
stop103,stop376,413,route299,CTA 1043s
stop103,stop918,1121,route549,Minibus 215
stop1030,stop1222,620,"route241, route580, route166, route415, route93, route757, route568, route157, route282, route585, route171, route165, route31, route312, route37, route68, route292, route32, route495, route583, route573, route243, route148, route33","Agyad Gm4, CTA 1148, Minibus 184, Minibus 66, CTA 1027, Minibus 126, Minibus 85, Minibus 49, Agyad Gm7, Minibus 100, Microbus, CTA 1021, CTA 1138, Minibus 121, Minibus 120, CTA 1004, CTA 1053, CTA 323, Minibus 82"
stop1031,stop1181,864,"route415, route495, route382, route320, route31, route387, route241, route583, route523, route37, route757, route68, route585, route847","CTA 1027, Minibus 100, Microbus, CTA 1138, CTA 1004, Minibus 85, CTA 323, Minibus 49"
stop1031,stop91,1618,route320,Microbus
stop1032,stop1008,1267,route528,Microbus
stop1032,stop1181,847,"route171, route154, route184, route312, route368, route580, route568, route157, route148, route166, route282","Agyad Gm7, Minibus 66, Minibus 120, Agyad Gm4, Microbus, Minibus 121, CTA 1053, Minibus 82, Minibus 184"
stop1032,stop1657,906,route93,Minibus 126
stop1033,stop1772,825,"route860, route289, route482, route201, route235, route724, route485, route302, route76, route111, route288, route551, route190, route634, route188, route211, route529, route527, route564, route493, route383, route750, route322, route721, route720, route786, route74, route384, route525, route820","CTA 1128, CTA 1026, CTA 1034, CTA 1150, CTA 1088, CTA 1031, Microbus, CTA 1024, CTA 1107, CTA 1106, CTA 1085, CTA 730, CTA 1108, CTA 1137, CTA 407, Minibus 216, CTA 1142"
stop1034,stop1115,398,"route634, route387, route188, route485, route322, route302, route720, route235, route384","CTA 1128, CTA 1026, Microbus, CTA 1024, CTA 1107, CTA 1106, CTA 1108"
stop1034,stop1119,1419,route525,Microbus
stop1034,stop2420,1226,"route289, route750, route725, route482, route721, route564, route820, route383","CTA 1034, CTA 1031, Microbus, CTA 1085, CTA 730, CTA 407, CTA 1142"
stop1034,stop2422,1082,route391,Microbus
stop1034,stop2423,1202,"route288, route860, route551, route190, route201, route76, route74, route780, route526, route311, route493","CTA 1088, Microbus, CTA 72, CTA 977-1084, Minibus 216, CTA 1150"
stop1035,stop174,2758,"route860, route190, route211, route201, route529, route527, route74, route525, route820","Microbus, CTA 1088"
stop1035,stop1841,2463,route786,Microbus
stop1035,stop2023,969,route750,CTA 1034
stop1035,stop276,2080,route288,Microbus
stop1036,stop470,420,"route860, route289, route387, route482, route201, route235, route780, route485, route391, route302, route76, route526, route288, route190, route551, route634, route725, route188, route529, route311, route564, route493, route383, route750, route322, route721, route720, route74, route384, route525, route820","CTA 1128, CTA 1026, CTA 1034, CTA 1150, CTA 1088, CTA 1031, Microbus, CTA 72, CTA 1024, CTA 1107, CTA 1106, CTA 977-1084, CTA 1085, CTA 1108, CTA 730, CTA 407, Minibus 216, CTA 1142"
stop1037,stop1573,6078,"route76, route74, route201, route673","Microbus, CTA 1088, CTA 1150"
stop1037,stop1631,1453,"route190, route53, route695, route526, route52, route698, route621, route493",Microbus
stop1038,stop1797,1311,"route697, route190, route53, route211, route201, route76, route695, route74, route698, route621, route493","Microbus, CTA 1088, CTA 1150"
stop1039,stop2621,441,route551,Minibus 216
stop1039,stop2622,438,"route288, route697, route564, route190, route289, route750, route53, route725, route211, route201, route482, route76, route721, route74, route698, route383, route493","CTA 1034, CTA 1150, CTA 1088, CTA 1031, Microbus, CTA 1085, CTA 730, CTA 407, CTA 1142"
stop104,stop1153,1556,"route299, route569, route550, route415","Minibus 85, Minibus 119, CTA 1043s, Minibus 329"
stop104,stop1741,2618,"route422, route731, route414, route206, route689","Microbus, CTA 1101, Minibus 76, Minibus 102, CTA 92-1050"
stop104,stop1929,3000,"route293, route489, route584, route714, route777, route506","Microbus, CTA 1020, CTA 103-1094, Minibus 606"
stop104,stop2160,3104,"route568, route577, route571","CTA 91, Minibus 127, Minibus 121"
stop104,stop2170,1027,"route362, route575, route570","CTA 921-1133, CTA 810, CTA 203"
stop104,stop2472,932,route843,CTA 1162
stop104,stop2516,2825,"route782, route47, route759, route583, route166","Minibus 66, Minibus 219, Minibus 226, Minibus 100, Minibus 125"
stop104,stop2551,734,"route304, route175, route289, route392, route830, route302, route394, route178, route235, route487, route311","Minibus 7, CTA 235, CTA 1026, CTA 407, Minibus 310, CTA 1072, CTA 72, CTA 811-1090, Minibus 146, CTA 406-1132, CTA 1024"
stop104,stop377,662,"route783, route303, route146, route619, route599, route658, route598, route691, route492, route757, route171, route576, route165, route497, route779, route192, route567, route839, route560, route680, route301","CTA 568, CTA 1123, CTA 1117, CTA 1003, Agyad Gm4, CTA 1068, Minibus 167, Microbus, CTA 1021, CTA 16, CTA 190-1117, CTA 982, Minibus 200, Minibus 49, CTA 173ss, CTA 1097"
stop104,stop918,1119,"route277, route395, route239","CTA 24s, Minibus 88, CTA 114-1060"
stop1040,stop921,392,"route130, route133, route132, route124, route122, route131",Microbus
stop1041,stop919,525,"route121, route131, route124",Microbus
stop1042,stop1141,247,route556,Microbus
stop1042,stop1746,1268,"route555, route295","Microbus, Minibus 28"
stop1042,stop1967,1093,route556,Microbus
stop1044,stop2650,639,route517,Microbus
stop1045,stop1050,1018,route103,Minibus 142
stop1045,stop1051,1021,route170,Minibus 57
stop1045,stop2260,843,route101,Minibus 45
stop1045,stop2261,742,"route144, route155, route81, route82, route137, route147, route150, route149, route162, route159, route866","Minibus 212, Minibus 50, Minibus 117, CTA 912-1048, Minibus 380, CTA 1118, Green G1, Minibus 54, Minibus 19, CTA 700-1065, CTA 995"
stop1045,stop2262,748,"route168, route782, route758, route518, route796, route104, route580, route102, route414, route821, route569, route108, route415, route508, route604, route161, route368, route744, route605, route568, route757, route290, route248, route526, route282, route97, route171, route66, route59, route312, route405, route523, route794, route529, route227, route67, route647, route87, route528, route184, route359, route759, route86, route374, route372, route525","Minibus 180, Minibus 226, Minibus 40, CTA 1023, Agyad Gm4, Minibus 125, CTA 1147, CTA 1016, Minibus 47, Minibus 302, Minibus 329, Minibus 62, Minibus 307, Minibus 85, Minibus 49, Minibus 1, Agyad Gm7, CTA 1011, CTA 990, Minibus 304, Microbus, Minibus 25, Minibus 121, Minibus 102, Minibus 147, CTA 1002, Minibus 18, Minibus 56, Minibus 120, Minibus 203, CTA 65, Minibus 82"
stop1046,stop1133,732,route795,CTA 990
stop1046,stop1634,4306,route66,Microbus
stop1046,stop697,277,"route408, route766","CTA 67, Minibus 13"
stop1047,stop1050,1046,"route165, route59, route405, route580, route97, route525, route108","Minibus 180, CTA 1016, Agyad Gm7, Minibus 302, Microbus, CTA 1021"
stop1047,stop1051,1050,route759,Minibus 226
stop1047,stop1351,3978,"route758, route359, route290, route414, route568, route757, route647, route569","CTA 1011, Minibus 40, CTA 1023, Minibus 203, Minibus 329, Minibus 121, Minibus 102, Minibus 49"
stop1047,stop1634,4592,route67,Microbus
stop1047,stop1866,2630,"route248, route744, route415","Minibus 25, Minibus 18, Minibus 85"
stop1047,stop193,1464,route527,Microbus
stop1047,stop2026,4701,route508,CTA 1147
stop1047,stop2185,493,"route171, route168, route604, route161, route104, route102, route282","Minibus 1, Minibus 56, Minibus 304, Minibus 120, Agyad Gm4, CTA 65, Minibus 307"
stop1047,stop334,1185,"route782, route312, route86, route170, route87","Minibus 62, Minibus 57, Minibus 147, Minibus 125, Minibus 82"
stop1048,stop1494,1554,route572,Microbus
stop1048,stop254,85,"route233, route662, route144, route558, route615, route234, route149, route56, route331, route764, route120","Minibus 212, CTA 342, Green G2, Microbus, Green G1, Minibus 12, CTA 1022, Minibus 211"
stop1049,stop1045,1062,"route782, route312, route86, route744, route87","Minibus 18, Minibus 62, Minibus 147, Minibus 125, Minibus 82"
stop1049,stop193,375,"route580, route103, route108, route97","Minibus 142, Minibus 302, Agyad Gm7, Minibus 180"
stop1049,stop696,577,"route248, route415","Minibus 25, Minibus 85"
stop1049,stop697,544,"route554, route84, route98, route817, route442","Minibus 26, Microbus, Minibus 108, Minibus 225, Minibus 321"
stop105,stop2584,401,"route289, route392, route830, route843, route487, route764, route155, route304, route485, route302, route217, route149, route800, route279, route171, route394, route427, route156, route311, route329, route175, route178, route301","Minibus 7, Agyad Gm4, Green G2, CTA 170, CTA 407, CTA 1162, CTA 1072, CTA 1118, Green G1, CTA 406-1132, CTA 1128, CTA 934-1071, CTA 1024, CTA 235, CTA 31s, Minibus 310, CTA 32, Masreya Ms4, CTA 72, CTA 811-1090, Minibus 146, CTA 982, CTA 1062"
stop1050,stop1045,1018,route525,Microbus
stop1050,stop1295,1766,route165,CTA 1021
stop1050,stop1634,3687,"route59, route45, route405","Microbus, CTA 1016"
stop1050,stop193,417,route525,Microbus
stop1050,stop334,514,"route580, route103, route108, route97","Minibus 142, Minibus 302, Agyad Gm7, Minibus 180"
stop1051,stop1045,1021,"route66, route758, route508, route184, route59, route523, route405, route374, route67, route290, route821, route526, route569","CTA 1016, CTA 1011, CTA 1023, Minibus 329, Microbus, CTA 1147"
stop1051,stop1351,2944,route759,Minibus 226
stop1051,stop334,542,route442,Microbus
stop1051,stop696,529,"route528, route647, route359, route43, route759, route605, route568, route757, route170, route414","Minibus 47, Minibus 226, Minibus 40, Minibus 203, Microbus, Minibus 121, Minibus 102, Minibus 57, Minibus 49"
stop1051,stop697,492,"route341, route798","Microbus, Minibus 72"
stop1052,stop334,373,route12,Microbus
stop1053,stop1199,1853,"route641, route558, route642, route649, route121, route640",Microbus
stop1053,stop1201,1687,"route258, route859, route633, route753, route609, route496, route370, route170, route589, route791, route467","Microbus, Minibus 57, CTA 15, Minibus 51"
stop1054,stop1521,1015,"route105, route187","CTA 914, CTA 727-1103"
stop1054,stop1954,581,"route396, route530, route531, route644, route431, route175, route454, route456, route426, route532, route425, route433, route470, route427, route603, route354, route191","CTA 122-1059, CTA 31s, Minibus 89, Minibus 48, Minibus 79, CTA 204, CTA 931, CTA 831, CTA 306, Minibus 424, Microbus, CTA 811-1090, CTA 915, Minibus, CTA 1028"
stop1055,stop635,408,"route396, route531, route644, route175, route454, route456, route470, route402, route603, route522, route191","CTA 122-1059, Minibus 89, Minibus 79, CTA 204, CTA 306, Microbus, CTA 811-1090, CTA 915, Minibus, CTA 1028"
stop1056,stop1054,13,"route105, route187","CTA 914, CTA 727-1103"
stop1056,stop1055,67,"route396, route531, route644, route175, route454, route456, route470, route402, route603, route191","CTA 122-1059, Minibus 89, Minibus 79, CTA 204, CTA 306, CTA 811-1090, CTA 915, Minibus, CTA 1028"
stop1057,stop1054,90,"route396, route530, route531, route644, route175, route454, route456, route532, route470, route603, route191","CTA 122-1059, Minibus 89, Minibus 79, CTA 204, CTA 306, Microbus, CTA 811-1090, CTA 915, Minibus, CTA 1028"
stop1058,stop280,578,"route105, route100, route146, route143, route95, route665, route79, route407, route78, route226, route85, route163, route601, route114, route165, route136, route13, route156, route153, route140, route113, route145, route14, route173","CTA 1111, CTA 1097, CTA 24t, CTA 1001, CTA 1151, CTA 2, CTA 1130, CTA 80s, CTA 727-1103, Microbus, CTA 1021, CTA 1064, CTA 80, CTA 3g, CTA 1078, CTA 926-1126, CTA 1136, CTA 32, CTA 1029, CTA 1006, CTA 69ss"
stop1058,stop40,391,"route88, route106, route783, route153, route139, route99, route664, route767, route141, route843, route169, route158, route80, route90","CTA 555, CTA 1010, CTA 1162, CTA 855-1070, Minibus 167, Microbus, CTA 59, CTA 1161, CTA 24g, CTA 1019, CTA 132, CTA 69"
stop1059,stop1016,279,"route783, route105, route100, route146, route843, route95, route665, route79, route407, route78, route226, route154, route85, route91, route163, route601, route141, route89, route114, route158, route13, route156, route153, route140, route139, route113, route14, route80, route90","Minibus 167, CTA 59, CTA 1012, CTA 1111, CTA 1097, CTA 24t, CTA 1010, CTA 1162, CTA 1001, CTA 1151, CTA 1130, CTA 24g, CTA 80s, CTA 727-1103, Microbus, CTA 1064, CTA 80, CTA 3g, CTA 132, CTA 1078, CTA 926-1126, CTA 1136, CTA 32, CTA 1029, CTA 1006, CTA 69, CTA 69ss"
stop106,stop2584,629,"route168, route144, route100, route816, route812, route570, route362, route650, route717, route360, route358, route575, route307, route348, route300, route294, route785, route647, route866, route359","Minibus 44, Minibus 40, CTA 8s, CTA 987, CTA 921-1133, CTA 1143, CTA 833, CTA 409-1089, Minibus 212, Minibus 50, CTA 203, CTA 1145, Minibus 500, CTA 507, CTA 810, CTA 1078, Minibus 56, CTA 820, CTA 888, Minibus 203"
stop1060,stop1398,381,route715,Tomnaya
stop1060,stop2468,378,route715,Tomnaya
stop1061,stop591,403,"route511, route309, route306, route214, route215, route295, route834, route772","Microbus, CTA 999-1055, Minibus"
stop1062,stop188,811,route215,Microbus
stop1062,stop1943,786,route309,CTA 999-1055
stop1062,stop197,748,route834,Microbus
stop1063,stop1125,2030,route548,CTA 815
stop1063,stop1491,584,route548,CTA 815
stop1063,stop1808,428,"route318, route544, route737, route517, route552, route550","Microbus, Minibus 119"
stop1063,stop1809,480,route488,CTA 104
stop1063,stop2161,591,"route171, route783, route489, route551, route549, route91, route782, route47, route584, route583, route619, route654, route220, route729","CTA 966-1160, Minibus 215, Minibus 219, Minibus 100, Agyad Gm4, Minibus 167, Microbus, CTA 1012, Minibus 606, CTA 1-1140, Minibus 125, Minibus 216"
stop1064,stop1125,2010,"route551, route549, route47, route488, route517","Minibus 215, Minibus 219, Microbus, Minibus 216, CTA 104"
stop1064,stop1491,615,"route171, route783, route782, route497, route779, route303, route146, route583, route654, route730, route726, route192","CTA 568, CTA 966-1160, Minibus 100, Agyad Gm4, CTA 1068, Minibus 167, CTA 1-1140, CTA 910, CTA 16, Minibus 125, CTA 173ss, CTA 1097"
stop1064,stop1496,1222,"route619, route492, route544",Microbus
stop1064,stop1809,435,"route166, route759, route645","Minibus, Minibus 226, Minibus 66"
stop1065,stop1071,288,"route320, route548, route357, route319, route561, route788, route599, route600, route33, route603, route598, route407","Minibus 80, CTA 1117, CTA 926-1126, CTA 186, Microbus, CTA 815, CTA 915, Minibus 78, CTA 190-1117"
stop1066,stop299,293,"route319, route320, route600, route357","Microbus, Minibus 80, Minibus 78"
stop1067,stop1160,1027,route562,Microbus
stop1068,stop1345,2395,route562,Microbus
stop1069,stop1188,464,"route830, route724, route304, route186, route302, route111, route748, route281, route551, route465, route319, route188, route564, route493, route175, route546, route176, route278, route417, route799, route371","CTA 1109, CTA 532, CTA 824, CTA 1031, CTA 1106, CTA 609, CTA 1137, Minibus 93, CTA 406-1132, Microbus, CTA 1085, CTA 77, Minibus 216, CTA 1024, CTA 235, CTA 1144, CTA 83, CTA 811-1090, CTA 1008"
stop107,stop2584,437,"route226, route218, route245, route231, route31, route241, route230, route239, route243, route79, route80, route249, route224","CTA 39-1007, CTA 38, CTA 1027, CTA 356, CTA 1151, CTA 724, CTA 1130, CTA 1148, CTA 35-1121, CTA 24s, CTA 132, CTA 323, CTA 400-1036"
stop1070,stop1066,289,"route319, route320, route600, route357","Microbus, Minibus 80, Minibus 78"
stop1071,stop326,511,"route320, route319, route788, route33, route407","Microbus, CTA 926-1126"
stop1071,stop363,591,"route548, route357, route561, route599, route600, route603, route598","Minibus 80, CTA 1117, CTA 186, CTA 815, CTA 915, Minibus 78, CTA 190-1117"
stop1072,stop1022,804,route516,CTA 1063
stop1072,stop1023,770,"route495, route503","CTA 1076, CTA 1004"
stop1072,stop1024,1034,"route576, route577","CTA 91, CTA 1123"
stop1072,stop1025,1016,"route207, route599, route689, route192, route598","CTA 1117, CTA 1068, CTA 175-1125, CTA 92-1050, CTA 190-1117"
stop1072,stop1026,773,"route508, route507, route501, route499, route491, route469, route42, route500","CTA 41, Minibus 41, CTA 43, Minibus 129, Minibus 155, Minibus 106, Minibus 21-255, CTA 1147"
stop1072,stop113,930,route161,CTA 65
stop1072,stop297,1019,route205,CTA 922
