start_node,end_node,distance,route_id,route_short_name
stop1286,stop1220,997,"route386, route393, route199","Microbus, Tomnaya, CTA 701-1037"
stop1287,stop2347,618,"route379, route393, route386, route101","Microbus, Tomnaya, Minibus 45"
stop1288,stop1840,461,"route106, route860, route758, route796, route767, route150, route201, route787, route355, route483, route137, route99, route664, route526, route288, route190, route59, route794, route529, route169, route788, route159, route194, route101, route374, route74, route372, route193, route525, route820","CTA 580, CTA 555, CTA 1011, CTA 73, CTA 990, CTA 855-1070, CTA 1088, Minibus 45, CTA 912-1048, Microbus, Minibus 380, CTA 1161, Minibus 54, CTA 1019, CTA 1002, Minibus 160"
stop1288,stop1910,528,"route161, route14","CTA 80s, CTA 65"
stop1289,stop1910,526,"route860, route758, route190, route483, route59, route664, route211, route201, route795, route529, route788, route374, route74, route484, route527, route193, route525, route194","CTA 580, CTA 1011, CTA 990, CTA 1088, Microbus, Tomnaya"
stop129,stop604,772,route399,Microbus
stop1290,stop712,405,"route94, route92, route605","Minibus 159, CTA 1033, Minibus 47"
stop1291,stop690,1874,"route168, route498","Minibus 56, CTA 1009"
stop1292,stop1722,637,"route168, route498","Minibus 56, CTA 1009"
stop1293,stop1813,271,"route641, route743, route134, route238, route704, route126, route338, route776, route703, route135, route723, route129, route702, route707, route700, route777, route117, route120","CTA 1017, Microbus, Tomnaya, Minibus 400, CTA 1022, CTA 1013"
stop1293,stop1814,317,route118,Tomnaya
stop1293,stop1815,291,"route299, route590","CTA 1043s, CTA 1043"
stop1293,stop1816,295,"route118, route775","Microbus, Tomnaya"
stop1294,stop2492,320,"route92, route105, route100, route104, route95, route79, route82, route78, route85, route91, route99, route93, route94, route97, route89, route84, route98, route81, route87, route83, route86, route107, route80","CTA 1033, CTA 1012, Minibus 12, Minibus 117, CTA 1010, CTA 1001, Minibus 302, CTA 1130, Minibus 62, Minibus 126, CTA 1019, Minibus 19, Minibus 321, CTA 727-1103, Minibus 304, Minibus 108, CTA 132, Minibus 147, Minibus 14, CTA 1078, CTA 1136, Minibus 159, CTA 1029"
stop1295,stop1980,590,route91,CTA 1012
stop1295,stop2200,1250,"route168, route92, route105, route100, route843, route95, route102, route79, route166, route108, route78, route91, route163, route604, route99, route161, route12, route170, route164, route94, route162, route89, route84, route165, route158, route156, route113, route86, route80, route90","Minibus 180, CTA 1033, CTA 59, CTA 1012, Minibus 66, CTA 1010, CTA 1162, CTA 1001, CTA 1130, Minibus 62, CTA 1019, Minibus 307, Minibus 57, Minibus 321, Minibus 1, CTA 727-1103, Microbus, CTA 1021, CTA 1064, CTA 69, CTA 132, CTA 1078, Minibus 56, CTA 32, Minibus 159, CTA 65, CTA 1029, CTA 995, CTA 69ss"
stop1295,stop520,488,"route87, route782, route98, route14, route817, route580, route13, route93, route82","Agyad Gm7, Minibus 108, Minibus 225, CTA 80, Minibus 126, Minibus 19, Minibus 147, Minibus 125, CTA 80s"
stop1296,stop1822,575,"route84, route782, route98, route86, route12, route580, route817, route97, route108, route87","Minibus 180, Agyad Gm7, Minibus 302, Minibus 108, Microbus, Minibus 62, Minibus 225, Minibus 321, Minibus 147, Minibus 125"
stop1296,stop2232,779,route164,Microbus
stop1296,stop2281,1886,"route106, route92, route105, route100, route843, route95, route79, route166, route82, route78, route163, route99, route93, route157, route94, route162, route165, route169, route158, route13, route156, route159, route113, route14, route101, route80, route90","CTA 1033, CTA 59, Minibus 184, Minibus 66, CTA 1001, CTA 1162, CTA 1130, Minibus 380, Minibus 126, CTA 1019, Minibus 19, Minibus 45, CTA 80s, CTA 727-1103, CTA 855-1070, CTA 1021, CTA 1064, CTA 69, CTA 80, CTA 132, CTA 1078, CTA 32, CTA 1161, Minibus 159, CTA 1029, CTA 995, CTA 69ss"
stop1296,stop80,1320,"route168, route604, route161, route102, route170","Minibus 1, Minibus 56, Minibus 307, Minibus 57, CTA 65"
stop1297,stop1006,357,"route219, route257, route236, route549, route240, route222, route395, route239, route277, route220, route836, route252, route223, route253","CTA 953, Minibus 215, Minibus 3, Minibus 88, Microbus, CTA 114-1060, CTA 2002, CTA 211, CTA 24s, CTA 82"
stop1297,stop1245,168,route577,CTA 91
stop1298,stop1245,178,"route219, route257, route236, route549, route485, route211, route222, route395, route277, route836, route252, route223, route253","CTA 1128, CTA 953, Minibus 215, Minibus 3, Minibus 88, Microbus, CTA 114-1060, CTA 2002, CTA 211, CTA 82"
stop1299,stop2489,402,"route286, route419, route780, route362, route486","CTA 810, CTA 2001, CTA 977-1084, Minibus 201, CTA 96"
stop130,stop1027,302,"route313, route161","Microbus, CTA 65"
stop130,stop1140,468,"route396, route183, route463, route87, route431, route456, route462, route802, route394, route397, route277, route162, route550, route464, route398","CTA 825-1073, CTA 122-1059, CTA 134, Minibus 89, CTA 831, CTA 26t, Minibus 119, Minibus 146, CTA 114-1060, Minibus 421, CTA 840, CTA 46, Minibus 147, CTA 995, CTA 945-1082"
stop130,stop1593,456,"route314, route746","Microbus, Minibus 107"
stop1300,stop1301,188,"route486, route780","CTA 96, CTA 977-1084"
stop1300,stop1302,175,"route655, route286, route419, route757, route362, route301","CTA 810, CTA 2001, CTA 1160, Minibus 201, CTA 982, Minibus 49"
stop1301,stop1303,141,"route233, route564, route286, route490, route147, route548, route419, route561, route234, route460, route570, route757, route780, route362, route486, route575, route407","CTA 810, CTA 2001, CTA 926-1126, CTA 203, CTA 186, CTA 814, Microbus, CTA 815, CTA 166, CTA 977-1084, CTA 1085, CTA 921-1133, CTA 700-1065, Minibus 49, CTA 96, Minibus 201"
stop1302,stop950,298,"route233, route564, route655, route286, route490, route147, route548, route419, route561, route460, route570, route757, route362, route575, route301, route407","CTA 810, CTA 2001, CTA 926-1126, CTA 1160, CTA 203, CTA 186, CTA 814, Microbus, CTA 815, CTA 166, CTA 1085, CTA 921-1133, CTA 700-1065, CTA 982, Minibus 49, Minibus 201"
stop1303,stop1299,104,"route362, route419, route286","CTA 810, CTA 2001, Minibus 201"
stop1303,stop2069,673,"route233, route564, route490, route147, route548, route234, route561, route460, route570, route757, route780, route486, route575, route407","CTA 926-1126, CTA 203, CTA 186, CTA 814, Microbus, CTA 815, CTA 166, CTA 977-1084, CTA 1085, CTA 921-1133, CTA 700-1065, Minibus 49, CTA 96"
stop1304,stop1299,84,"route486, route780","CTA 96, CTA 977-1084"
stop1304,stop1302,175,"route233, route564, route490, route147, route548, route561, route460, route570, route575, route407","CTA 926-1126, CTA 203, CTA 186, CTA 814, Microbus, CTA 815, CTA 166, CTA 1085, CTA 921-1133, CTA 700-1065"
stop1305,stop2410,263,"route610, route125, route1, route130, route133, route118, route132, route128, route124, route122, route131","Microbus, Tomnaya, Box"
stop1306,stop922,366,"route121, route131, route124",Microbus
stop1307,stop1790,2653,"route120, route683, route670","Microbus, CTA 1022"
stop1307,stop55,543,"route743, route590, route774, route776, route723, route118, route129, route299, route641, route126, route130, route702, route339, route117, route238, route338, route133, route640, route775","CTA 1017, Microbus, CTA 1043s, Tomnaya, Minibus 400, CTA 1043, CTA 1013"
stop1308,stop2563,523,route706,Microbus
stop1309,stop54,536,route120,CTA 1022
stop1309,stop55,534,"route704, route706",Microbus
stop131,stop1140,419,route271,Tomnaya
stop1311,stop2080,2345,route217,CTA 1062
stop1312,stop1183,499,"route112, route15, route621, route628, route604, route116, route111, route627, route171, route114, route453, route444, route614, route115, route172, route246, route113, route49, route322, route16, route173, route217","CTA 1122, CTA 1, CTA 1018, CTA 1124, Agyad Gm4, CTA 2, Microbus, CTA 1064, CTA 1137, Minibus 307, Minibus, Agyad Gm1, CTA 1111, CTA 573, CTA 1062"
stop1313,stop1166,1111,"route171, route453, route115, route48, route174, route322, route172, route16, route15, route246, route627, route621, route217","CTA 1, CTA 1124, CTA 2, Agyad Gm4, Microbus, Minibus, Agyad Gm1, CTA 573, CTA 1062"
stop1313,stop1465,475,"route848, route114, route327, route34, route604, route113, route112","CTA 1018, CTA 1064, Minibus 307, Minibus, CTA 1111"
stop1314,stop1590,980,"route697, route130, route133, route132, route124, route122, route120, route131, route670","Microbus, CTA 1022"
stop1315,stop2605,831,"route172, route217, route15, route174","Microbus, CTA 1124, CTA 2, CTA 1062"
stop1316,stop2037,1518,"route171, route614, route613, route172, route15, route246, route173, route217","CTA 1124, CTA 2, Agyad Gm4, Microbus, Tomnaya, Agyad Gm1, CTA 1062"
stop1317,stop1685,1137,"route506, route571","Minibus 127, CTA 103-1094"
stop1317,stop937,538,"route576, route210, route567, route579, route577, route580, route568, route560, route569, route578","CTA 1123, Agyad Gm7, CTA 1003, CTA 91, Minibus 329, Microbus, Minibus 121, Minibus"
stop1318,stop1321,547,"route576, route210, route577, route580, route506, route568, route560, route569, route578, route571","CTA 1123, Agyad Gm7, CTA 1003, CTA 91, Minibus 329, Microbus, Minibus 121, Minibus 127, CTA 103-1094"
stop1319,stop1743,634,"route576, route652, route392, route262, route577, route457, route507, route838, route499, route458, route469, route362, route500, route249","Minibus 7, CTA 810, CTA 39-1007, CTA 1123, CTA 41, CTA 44s-1042, Minibus 41, CTA 91, CTA 916, CTA 777-1046, CTA 1129, Minibus 129, Minibus 155, Minibus 29"
stop132,stop521,1018,route266,Microbus
stop1320,stop1317,531,"route576, route210, route579, route577, route580, route506, route568, route560, route569, route578, route571","CTA 1123, Agyad Gm7, CTA 1003, CTA 91, Minibus 329, Microbus, Minibus 121, Minibus, Minibus 127, CTA 103-1094"
stop1320,stop184,615,"route548, route147, route559, route654, route468, route480, route729, route421, route780, route479, route726","CTA 910, CTA 966-1160, Microbus, CTA 815, CTA 977-1084, CTA 1-1140, Minibus, CTA 700-1065"
stop1321,stop1150,951,route557,Microbus
stop1321,stop1156,236,"route580, route576","CTA 1123, Agyad Gm7"
stop1321,stop1159,223,"route563, route548, route147, route421, route654, route730, route480, route780, route479, route726, route506","CTA 910, CTA 966-1160, Microbus, CTA 815, CTA 977-1084, CTA 1-1140, Minibus, CTA 700-1065, CTA 103-1094"
stop1322,stop1640,320,route731,Minibus 76
stop1322,stop1650,10,route700,Microbus
stop1323,stop1604,1136,"route851, route771",Microbus
stop1323,stop2075,3512,"route35, route856, route508","Microbus, CTA 1147"
stop1323,stop2142,1028,"route255, route71","Microbus, CTA 1083"
stop1323,stop2512,491,"route829, route771","Microbus, CTA 1032"
stop1324,stop2097,2156,"route485, route482, route289","CTA 1128, CTA 407, CTA 1142"
stop1324,stop383,414,"route634, route188, route142, route235, route564","CTA 1026, Microbus, CTA 1106, CTA 1085, CTA 1108"
stop1324,stop823,250,route665,CTA 1006
stop1325,stop824,142,"route634, route189, route289, route188, route485, route482, route142, route235","CTA 1128, CTA 1026, CTA 1142, Microbus, CTA 1106, CTA 407, CTA 1108"
stop1326,stop1314,2331,route120,CTA 1022
stop1327,stop1419,722,"route639, route697, route669, route211, route693, route75, route237, route785, route696","Microbus, CTA 409-1089, CTA 1025"
stop1328,stop1276,1272,route639,Microbus
stop1328,stop442,2234,"route75, route237, route785","Microbus, CTA 409-1089, CTA 1025"
stop1329,stop1562,3141,route292,Microbus
stop1329,stop355,674,route692,Microbus
stop1329,stop357,738,"route444, route160, route434, route449, route11, route445",Microbus
stop1329,stop358,785,"route459, route762, route763, route760, route761, route722","CTA 927, Minibus 161, Minibus 8, Microbus, Minibus 113, Minibus 162"
stop133,stop756,690,route394,Minibus 146
stop133,stop757,685,"route463, route652, route802, route277, route433, route487, route354, route203, route264, route396, route356, route99, route456, route161, route504, route170, route162, route550, route746, route646, route505, route183, route547, route314, route431, route514, route454, route651, route397, route56, route464, route398, route87, route269, route644, route198, route357, route461, route313, route498, route791, route265","CTA 134, Minibus 89, CTA 430, Minibus 333, CTA 1069, Minibus 424, Minibus 90, CTA 840, CTA 825-1073, CTA 7, CTA 26t, CTA 114-1060, Minibus 112, CTA 1019, Minibus 57, Minibus 78, Minibus 29, CTA 1009, Minibus 51, CTA 1028, CTA 122-1059, CTA 831, Minibus 119, CTA 306, CTA 666-1045, Microbus, Minibus 421, CTA 46, Minibus 147, Minibus 211, CTA 945-1082, CTA 794, Minibus 107, Minibus 310, CTA 17-17g-923, CTA 931, Minibus 116, CTA 65, CTA 106-1069, CTA 995"
stop1330,stop1872,153,"route434, route459, route160, route11, route445, route761, route722","Microbus, Minibus 8, Minibus 113, CTA 927"
stop1331,stop841,1051,"route676, route620, route330, route710, route789, route840, route697, route473, route679, route705, route669, route527, route841, route708, route672, route674, route673, route685, route525, route131","Microbus, Tomnaya"
stop1332,stop1849,3237,"route697, route110, route131, route710",Microbus
stop1332,stop2268,1576,route379,Microbus
stop1332,stop2396,1145,"route674, route676, route675, route669, route790, route473, route841, route685, route840, route525, route679, route672","Microbus, Tomnaya"
stop1333,stop2156,350,"route106, route767, route150, route843, route433, route362, route656, route355, route353, route354, route203, route356, route657, route360, route504, route458, route730, route358, route307, route505, route547, route457, route169, route254, route294, route159, route638, route357, route359, route204, route838, route537, route301","CTA 555, CTA 1069, Minibus 424, CTA 987, CTA 1-1140, CTA 1162, CTA 7, CTA 916, CTA 1129, Minibus 380, Minibus 78, Minibus 160, CTA 996-1134, CTA 855-1070, CTA 777-1046, CTA 666-1045, Microbus, CTA 124, Minibus 500, Minibus, Minibus 14, CTA 810, CTA 17-17g-923, CTA 931, CTA 820, CTA 888, Minibus 203, CTA 912-1048, CTA 1161, CTA 106-1069, CTA 982"
stop1334,stop1488,232,"route843, route433, route362, route656, route353, route354, route203, route356, route360, route504, route458, route358, route307, route505, route547, route457, route254, route729, route572, route357, route359, route204, route838, route301, route361","CTA 1069, Minibus 424, CTA 803-1105, CTA 1-1140, CTA 1162, CTA 7, CTA 916, CTA 1129, Minibus 78, CTA 996-1134, CTA 777-1046, CTA 666-1045, Microbus, CTA 124, Minibus 500, Minibus 14, CTA 810, CTA 17-17g-923, CTA 931, CTA 820, CTA 888, Minibus 203, CTA 106-1069, CTA 982"
stop1335,stop2507,1115,"route697, route705, route649, route683, route121, route124, route708, route120, route131, route670","Microbus, CTA 1022"
stop1336,stop1825,445,"route697, route130, route133, route132, route124, route122, route120, route131, route670","Microbus, CTA 1022"
stop1337,stop105,925,"route149, route800, route764","Green G1, Masreya Ms4, Green G2"
stop1337,stop106,853,"route307, route168, route144, route348, route300, route359, route650, route100, route717, route785, route816, route360, route294, route812, route647, route358, route866","CTA 1078, Minibus 212, Minibus 50, Minibus 44, Minibus 56, Minibus 40, CTA 820, CTA 888, CTA 1145, CTA 833, CTA 8s, Minibus 203, Minibus 500, CTA 507, CTA 987, CTA 1143, CTA 409-1089"
stop1337,stop2119,698,"route345, route551","Minibus 4, Minibus 216"
stop1337,stop2170,868,route460,CTA 814
stop1337,stop2550,359,"route329, route258, route155, route261, route843, route427, route279, route97","CTA 31s, CTA 1162, CTA 934-1071, Minibus 302, CTA 900, CTA 170, CTA 1118, CTA 15"
stop1337,stop918,2103,route836,CTA 2002
stop1338,stop1087,1311,route533,CTA 1057
stop1338,stop421,824,"route46, route290","CTA 317, CTA 1023"
stop1339,stop1079,1693,"route46, route533, route290, route292","Microbus, CTA 317, CTA 1057, CTA 1023"
stop134,stop707,274,"route4, route1",Box
stop1340,stop1338,634,"route46, route533, route290","CTA 317, CTA 1057, CTA 1023"
stop1341,stop1110,1236,"route620, route750, route53, route534, route387, route70, route325, route624, route322, route631, route844, route384, route18, route63, route621, route629","Microbus, Tomnaya, CTA 1034"
stop1341,stop2697,2537,"route625, route453, route302, route721, route720, route695, route111, route867, route708, route679, route383","Microbus, Tomnaya, CTA 1107, CTA 730, CTA 1137, CTA 573, CTA 1024"
stop1342,stop169,374,"route453, route750, route534, route721, route695, route111, route867, route18, route63, route621, route383","CTA 1034, Microbus, CTA 730, CTA 1137, CTA 573"
stop1343,stop2681,673,"route697, route190, route53, route211, route201, route76, route695, route74, route698, route493","Microbus, CTA 1088, CTA 1150"
stop1344,stop861,911,"route190, route673, route53, route201, route76, route695, route74, route526, route52, route698, route621, route493","Microbus, CTA 1088, CTA 1150"
stop1345,stop1067,2395,route562,Microbus
stop1345,stop2048,2586,route611,Microbus
stop1346,stop2501,391,route755,CTA 321
stop1346,stop464,713,route755,CTA 321
stop1347,stop1559,596,"route297, route762, route298, route586, route367, route690, route745, route763, route760","Minibus 161, CTA 970, CTA 975, Microbus, Minibus 259, Minibus 162, CTA 971-1054, CTA 366-1054"
stop1347,stop173,1042,"route554, route692, route365, route718, route766, route587, route107, route167, route366, route761","CTA 1146, CTA 927, CTA 11, CTA 970-1051, Minibus 115, Minibus 26, Microbus, CTA 67, Minibus 12"
stop1347,stop2399,703,route773,Microbus
stop1348,stop1330,1852,route761,CTA 927
stop1348,stop2378,655,"route587, route690, route297","CTA 366-1054, CTA 975, CTA 970-1051"
stop1348,stop2399,696,"route446, route107, route451","Microbus, Minibus 12"
stop1348,stop356,1169,"route554, route692, route762, route365, route766, route367, route167, route763, route760","Minibus 161, Minibus 115, Minibus 26, Microbus, CTA 67, Minibus 162"
stop1348,stop435,567,"route298, route586, route718, route745, route366","CTA 1146, CTA 11, CTA 970, Minibus 259, CTA 971-1054"
stop1349,stop2259,973,route612,Tomnaya
stop1349,stop2456,844,"route804, route749, route263, route503","Microbus, Tomnaya, CTA 1076"
stop135,stop890,442,"route4, route1",Box
stop1350,stop1996,597,"route263, route503, route612, route804, route749","Tomnaya, CTA 1076, Microbus"
stop1351,stop1462,2654,"route443, route292",Microbus
stop1351,stop1734,868,"route445, route434, route459, route290","Microbus, Minibus 8, CTA 1023"
stop1351,stop1735,836,"route692, route359, route759, route568, route722","Minibus 226, Minibus 203, Microbus, Minibus 113, Minibus 121"
stop1351,stop1982,7180,route444,Microbus
stop1351,stop2227,4978,route449,Microbus
stop1352,stop1051,2952,route406,Microbus
stop1352,stop264,1908,"route758, route647, route359, route759, route568, route757, route414, route569","CTA 1011, Minibus 226, Minibus 40, Minibus 203, Minibus 329, Minibus 121, Minibus 102, Minibus 49"
stop1352,stop957,1156,"route692, route434, route459, route449, route763, route760, route290, route445, route761, route722, route292","CTA 927, CTA 1023, Microbus, Minibus 8, Minibus 113, Minibus 162"
stop1353,stop1329,2696,route762,Minibus 161
stop1353,stop957,1156,route444,Microbus
stop1354,stop207,607,"route506, route550, route598, route599","CTA 103-1094, CTA 190-1117, CTA 1117, Minibus 119"
stop1354,stop208,526,route90,CTA 69
stop1354,stop2283,921,"route513, route113, route163","Microbus, CTA 1064, CTA 69ss"
stop1354,stop2284,715,route746,Minibus 107
stop1354,stop2296,899,"route511, route646, route494, route463, route502, route509, route465, route363, route546, route176, route512, route278, route799, route515, route281, route510, route464","CTA 825-1073, CTA 134, CTA 967, CTA 1144, CTA 992, CTA 83, CTA 531, CTA 917, CTA 824, Minibus 90, CTA 212, Minibus, Minibus 93, CTA 24, CTA 77, CTA 250, CTA 1008"
stop1354,stop2555,434,"route576, route207, route489, route497, route488, route492, route577, route689, route192","CTA 568, CTA 1123, CTA 91, CTA 1068, Microbus, CTA 175-1125, CTA 92-1050, CTA 104"
stop1354,stop887,1107,"route420, route409",Microbus
stop1355,stop134,329,"route4, route1",Box
stop1355,stop890,244,"route299, route590","CTA 1043s, CTA 1043"
stop1356,stop1700,680,"route299, route590","CTA 1043s, CTA 1043"
stop1357,stop2204,1171,"route92, route105, route100, route104, route580, route95, route102, route79, route108, route82, route78, route85, route91, route99, route27, route93, route94, route97, route89, route84, route98, route103, route81, route866, route87, route96, route83, route86, route107, route80, route90","Minibus 180, CTA 1033, Minibus 142, CTA 1012, Minibus 12, Minibus 117, CTA 1010, CTA 1001, Minibus 302, CTA 1130, Minibus 62, Minibus 126, CTA 1019, Minibus 19, Minibus 321, Minibus 1, Minibus 50, Agyad Gm7, CTA 727-1103, Minibus 87, Minibus 304, Microbus, Minibus 108, CTA 132, Minibus 147, Minibus 14, CTA 1078, CTA 1136, Minibus 159, CTA 1029, CTA 69"
stop1358,stop2700,382,"route171, route408, route282, route104","Minibus 13, Minibus 304, Minibus 120, Agyad Gm4"
stop1358,stop69,1118,"route88, route85, route783, route96, route83, route107, route167, route81, route866","Minibus 50, CTA 1010, CTA 1136, Minibus 87, Minibus 115, Minibus 167, Minibus 12, Minibus 14, Minibus 117"
stop1359,stop1438,796,"route171, route85, route81, route783, route96, route83, route104, route107, route167, route26, route8, route157, route282, route866","Minibus 50, CTA 1136, Minibus 87, Minibus 115, Minibus 304, Minibus 120, Agyad Gm4, Minibus 167, Microbus, Minibus 12, Minibus 14, Minibus 117, Minibus 184"
stop1360,stop788,359,"route508, route829, route255, route856, route71","Microbus, CTA 1032, CTA 1083, CTA 1147"
stop1361,stop2272,696,"route856, route508, route829, route255, route452, route71","Microbus, CTA 1032, CTA 1083, CTA 1147"
stop1362,stop2502,729,"route646, route396, route96, route745, route744, route395, route543, route600, route747, route746","Minibus 107, Minibus 80, Minibus 89, Minibus 18, Minibus 87, Minibus 88, Minibus 259, Minibus 90, Minibus"
stop1363,stop1096,233,"route396, route96, route745, route744, route395, route543, route600, route747, route746","Minibus 107, Minibus 80, Minibus 89, Minibus 18, Minibus 87, Minibus 88, Minibus 259, Minibus"
stop1364,stop2302,486,"route610, route125, route134, route126, route1, route118, route129, route128, route120, route117","CTA 1017, Microbus, Tomnaya, Box, CTA 1022, CTA 1013"
stop1365,stop317,414,"route610, route125, route126, route1, route130, route133, route118, route128, route117","Microbus, Tomnaya, Box, CTA 1013"
stop1366,stop685,322,"route62, route60, route706, route776, route64, route588, route522, route845, route51, route732, route855, route116, route846, route607, route213, route854, route309, route771, route850, route573, route829, route132, route828, route25","CTA 1122, CTA 530, CTA 1005, CTA 1032, CTA 999-1055, Microbus, Tomnaya, Minibus"
stop1367,stop2089,917,"route711, route706, route776",Microbus
stop1367,stop2090,895,"route845, route855, route849, route846","Microbus, Tomnaya"
stop1367,stop2093,600,"route62, route60, route771, route732, route213, route55, route64, route829, route132, route588, route54, route827, route522, route36, route309","CTA 530, CTA 1032, CTA 999-1055, Microbus, Minibus"
stop1368,stop1128,575,"route743, route60, route51, route706, route855, route704, route713, route822, route776, route130, route854, route129, route132, route573, route220, route775, route684","Microbus, Minibus, Minibus 400, CTA 1017"
stop1369,stop537,317,"route711, route743, route60, route706, route712, route855, route704, route822, route776, route130, route129, route835, route54, route775, route684, route411","Microbus, Minibus, Minibus 400, CTA 1017"
stop137,stop163,489,route276,Microbus
stop1370,stop1995,1118,"route263, route334, route503","Tomnaya, CTA 1076"
stop1370,stop798,904,"route507, route437, route151, route310","Microbus, Minibus 265, Minibus 151, Minibus 155"
stop1371,stop676,201,"route804, route438",Microbus
stop1372,stop676,176,"route602, route310, route503, route507, route499, route500","CTA 1076, CTA 41, Minibus 31, Minibus 41, Minibus 151, Minibus 155"
stop1373,stop1091,1694,"route711, route849, route62, route60, route771, route732, route706, route855, route213, route55, route776, route829, route132, route828, route588, route54, route827, route309","CTA 530, CTA 1032, CTA 999-1055, Microbus, Minibus"
stop1373,stop1093,1596,route743,Minibus 400
stop1374,stop1376,799,"route676, route620, route534, route631, route621, route625, route473, route111, route844, route592, route679, route453, route624, route527, route525, route708, route673, route325, route786, route18, route63, route820","Tomnaya, CTA 1137, CTA 573, Microbus"
stop1375,stop2335,871,"route676, route534, route631, route697, route625, route473, route326, route844, route592, route679, route453, route614, route19, route624, route525, route325, route18, route63, route820","Microbus, Tomnaya, CTA 573"
stop1376,stop1379,869,"route676, route620, route534, route631, route621, route625, route473, route111, route844, route592, route679, route453, route624, route527, route525, route708, route673, route325, route786, route18, route63, route820","Tomnaya, CTA 1137, CTA 573, Microbus"
stop1377,stop2126,525,"route676, route534, route631, route697, route625, route473, route326, route844, route592, route679, route453, route614, route19, route624, route525, route325, route18, route63, route820","Microbus, Tomnaya, CTA 573"
stop1378,stop1377,591,"route676, route534, route631, route697, route625, route473, route326, route844, route592, route679, route453, route614, route19, route624, route525, route325, route18, route63, route820","Microbus, Tomnaya, CTA 573"
stop1379,stop1033,2063,"route527, route786, route525, route820",Microbus
stop1379,stop1114,1983,"route676, route473, route673",Microbus
stop1379,stop1863,3109,"route625, route620, route453, route621, route534, route325, route624, route631, route111, route844, route592, route18, route63, route679, route708","Tomnaya, CTA 1137, CTA 573, Microbus"
stop138,stop713,266,"route765, route215","Microbus, Minibus 6"
stop138,stop799,399,"route309, route306, route765, route308, route215, route282, route295, route834, route772","Microbus, Minibus 6, CTA 999-1055, Minibus 120"
stop138,stop929,1050,route145,Microbus
stop1380,stop288,4722,route677,Microbus
stop1381,stop2444,3719,route677,Microbus
stop1382,stop1487,196,"route106, route144, route652, route655, route633, route796, route261, route150, route816, route843, route480, route658, route764, route362, route353, route354, route203, route155, route691, route356, route137, route286, route650, route76, route149, route504, route360, route399, route654, route730, route331, route563, route358, route800, route307, route646, route547, route300, route634, route454, route651, route169, route254, route56, route427, route647, route836, route644, route357, route419, route645, route680, route301","Minibus 40, Minibus 424, CTA 8s, Green G2, Minibus 54, CTA 1-1140, Minibus 90, Minibus 200, CTA 1108, CTA 2001, CTA 1162, CTA 342, CTA 7, CTA 900, CTA 1118, Green G1, Minibus 78, Minibus 29, CTA 1028, CTA 1150, Minibus 212, CTA 1160, CTA 1145, CTA 990, CTA 855-1070, CTA 306, CTA 666-1045, Microbus, CTA 124, Minibus 500, CTA 507, Minibus, Minibus 201, Minibus 14, Minibus 211, CTA 810, CTA 794, CTA 31s, CTA 966-1160, CTA 17-17g-923, CTA 820, CTA 888, Masreya Ms4, CTA 912-1048, CTA 1161, CTA 2002, CTA 106-1069, CTA 982"
stop1382,stop180,181,"route649, route657, route635","Microbus, Tomnaya"
stop1383,stop181,198,"route144, route652, route655, route758, route261, route816, route843, route433, route480, route658, route764, route362, route353, route354, route203, route155, route691, route356, route286, route650, route268, route76, route149, route504, route360, route399, route331, route800, route563, route358, route307, route646, route505, route547, route300, route634, route514, route454, route651, route56, route254, route427, route647, route729, route836, route329, route644, route572, route419, route357, route359, route645, route680, route301","Minibus 333, Minibus 40, CTA 1069, Minibus 424, CTA 8s, Green G2, Minibus 90, CTA 1-1140, Minibus 200, CTA 1108, CTA 2001, CTA 1162, CTA 342, CTA 7, CTA 900, CTA 1118, Green G1, Minibus 78, Minibus 29, CTA 1028, CTA 1150, Minibus 212, CTA 1011, CTA 1160, CTA 1145, CTA 934-1071, CTA 306, CTA 666-1045, Microbus, CTA 124, Minibus 500, CTA 507, Minibus, Minibus 201, Minibus 14, Minibus 211, CTA 810, CTA 794, CTA 31s, CTA 17-17g-923, CTA 931, CTA 820, CTA 888, Masreya Ms4, Minibus 203, CTA 2002, CTA 106-1069, CTA 982"
stop1384,stop101,1001,route295,Microbus
stop1384,stop1745,1127,"route555, route509, route586, route105, route830, route690, route239, route570, route741, route510, route494, route717, route587, route202, route358, route575, route746, route502, route114, route646, route465, route779, route608, route464, route329, route256, route176, route178, route395, route799, route148","CTA 967, CTA 1030, CTA 24, Minibus 90, CTA 24s, CTA 921-1133, CTA 1143, CTA 1111, CTA 208, CTA 825-1073, CTA 970, CTA 1072, CTA 975, CTA 28, CTA 727-1103, CTA 970-1051, CTA 203, CTA 934-1071, Minibus 88, Microbus, Minibus 28, CTA 16, Minibus 107, CTA 235, CTA 1144, CTA 992, CTA 820, CTA 83, CTA 531, CTA 1053, CTA 1008"
stop1384,stop879,1108,route768,Microbus
