route_id,route_short_name,direction_id,stops
route213,Microbus,0,"stop1366, stop685, stop265, stop2178, stop1, stop1092, stop2336, stop2475, stop1803, stop2327, stop2249, stop2244, stop2246, stop1964, stop1974, stop1002, stop2481, stop1971, stop101"
route213,Microbus,1,"stop100, stop1386, stop2482, stop1966, stop1003, stop1973, stop1174, stop2343, stop1804, stop2474, stop1373, stop1091, stop2032, stop2179, stop266, stop1730, stop1367, stop2093"
route214,Microbus,0,"stop482, stop199, stop1061, stop591, stop2319, stop221, stop2644, stop800, stop139, stop952, stop100"
route215,Microbus,0,"stop200, stop1061, stop591, stop2319, stop221, stop2644, stop800, stop138, stop713"
route215,Microbus,1,"stop953, stop138, stop799, stop2645, stop222, stop2318, stop590, stop1062, stop188, stop201, stop211"
route216,Microbus,0,"stop1475, stop2426, stop2568, stop1623, stop1142, stop2130, stop1269, stop2224, stop2447, stop1020, stop835, stop2061, stop2630, stop97, stop1812, stop98, stop1927, stop836, stop1019, stop1268, stop2129, stop1143, stop1624, stop2569, stop2427, stop1474, stop2358"
route216,Microbus,1,"stop559, stop556, stop1900, stop96, stop2629, stop836, stop1019, stop1268, stop2129, stop1143, stop1624, stop2569, stop2427, stop1474, stop2358, stop2362, stop1475, stop2426, stop2568, stop1623, stop1142, stop2130, stop1269, stop2224, stop2447, stop1020, stop835, stop2061, stop2630, stop97"
route217,CTA 1062,0,"stop105, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop82, stop88, stop86, stop2537, stop2287, stop764, stop2290, stop346, stop569, stop2212, stop785, stop782, stop1925, stop580, stop578, stop518, stop1182, stop1313, stop1166, stop1152, stop233, stop2038, stop1315, stop2605, stop1889, stop1244, stop1441, stop963, stop959, stop2081, stop1310"
route217,CTA 1062,1,"stop1311, stop2080, stop960, stop962, stop1439, stop1243, stop1888, stop2604, stop1316, stop2037, stop232, stop1151, stop1167, stop1099, stop1144, stop1312, stop1183, stop579, stop1217, stop345, stop2289, stop762, stop2288, stop2536, stop90, stop87, stop1258, stop84, stop89, stop1400, stop331, stop1782, stop1254, stop2295, stop2282, stop207, stop1663, stop104"
route218,CTA 35-1121,0,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop400, stop1565, stop406, stop2065, stop650"
route218,CTA 35-1121,1,"stop649, stop2453, stop751, stop2066, stop405, stop417, stop2387, stop401, stop2633, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop2356, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route219,CTA 953,0,"stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop2351, stop1592, stop1697, stop1976, stop2059, stop1105, stop2102, stop2483, stop2478, stop1966, stop1003, stop1973, stop1174, stop2342, stop306, stop146, stop2620, stop2449, stop670"
route219,CTA 953,1,"stop669, stop2448, stop2619, stop145, stop307, stop2344, stop2246, stop1964, stop1974, stop1002, stop1968, stop2484, stop2101, stop1104, stop2060, stop1977, stop1698, stop1591, stop2352, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route22,Microbus,0,"stop7, stop448, stop2534, stop2603, stop2714, stop1713, stop2228, stop2526, stop196, stop732, stop2406, stop716, stop2324, stop2042, stop562, stop367"
route220,Microbus,0,"stop669, stop2448, stop2619, stop145, stop307, stop2623, stop904, stop900, stop314, stop3, stop478, stop2258, stop1368, stop1128, stop2326, stop1063, stop2161, stop2515, stop1887, stop103"
route220,Microbus,1,"stop108, stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop2351, stop1592, stop1697, stop1976, stop2059, stop1105, stop2102, stop2483, stop2478, stop1966, stop1003, stop1973, stop1174, stop2342, stop306, stop146, stop2620, stop2449"
route221,CTA 1056,0,"stop2584, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop529, stop1474, stop286, stop1556, stop410, stop1936, stop941, stop2450, stop274, stop1241, stop990, stop1080, stop1256, stop1473, stop415, stop2250, stop1588, stop2409, stop1672, stop2074, stop2141, stop1789, stop1425, stop1208, stop76, stop810, stop819, stop620, stop1512, stop1285, stop2708, stop818, stop2189, stop892, stop10, stop2476"
route221,CTA 1056,1,"stop11, stop1412, stop893, stop2190, stop817, stop2709, stop1284, stop1511, stop820, stop809, stop75, stop424, stop1209, stop1788, stop2148, stop2075, stop1671, stop2407, stop1605, stop2251, stop416, stop1135, stop1081, stop989, stop1242, stop2451, stop941, stop275, stop1935, stop409, stop1555, stop285, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1254, stop2295, stop2282, stop207, stop1661, stop104"
route222,Microbus,0,"stop108, stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop2351, stop1592, stop1697, stop1932, stop872, stop369, stop906"
route222,Microbus,1,"stop908, stop907, stop368, stop871, stop1933, stop1591, stop2352, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route223,Microbus,0,"stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop1640, stop1688, stop2116, stop914"
route223,Microbus,1,"stop912, stop1591, stop2352, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route224,CTA 38,0,"stop107, stop2584, stop208, stop2284, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1900, stop96, stop2629, stop836, stop1019, stop1268, stop968"
route224,CTA 38,1,"stop968, stop1269, stop2224, stop2447, stop1020, stop835, stop2061, stop2630, stop97, stop559, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop207, stop1661, stop1452, stop104"
route225,Microbus,0,"stop987, stop690, stop216, stop2428, stop423, stop2457, stop2375, stop948, stop1794, stop2590, stop2485, stop1280, stop724, stop2348, stop1937, stop1940, stop466, stop511, stop513, stop1431, stop2063, stop2367, stop1337"
route225,Microbus,1,"stop103, stop2472, stop1715, stop1702, stop2064, stop1430, stop514, stop512, stop467, stop1939, stop2347, stop723, stop2486, stop2589, stop1247, stop1795, stop949, stop2376, stop1606, stop1420, stop2223, stop611, stop691, stop988"
route226,CTA 1151,0,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop82, stop88, stop86, stop2537, stop2287, stop762, stop279, stop2053, stop281, stop2291, stop40, stop1059, stop1016, stop187, stop878, stop1956, stop2547, stop2724, stop64, stop269, stop2215, stop472, stop1928, stop2194, stop1434, stop2055, stop1217, stop385, stop2097, stop1017"
route226,CTA 1151,1,"stop2097, stop2686, stop1819, stop579, stop2054, stop889, stop1433, stop2193, stop1928, stop472, stop2214, stop64, stop69, stop2548, stop1957, stop877, stop1748, stop186, stop284, stop1058, stop280, stop2052, stop282, stop2706, stop2591, stop278, stop763, stop2288, stop2536, stop90, stop87, stop1258, stop84, stop89, stop1400, stop331, stop1782, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route227,Microbus,0,"stop696, stop1045, stop2262, stop2706, stop2591, stop283, stop278, stop763, stop2288, stop2536, stop90, stop87, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1661, stop1452"
route227,Microbus,1,"stop103, stop332, stop279, stop282, stop2592, stop2705, stop2260, stop1047"
route228,CTA 1047,0,"stop108, stop1929, stop2658, stop1000, stop2345, stop302, stop532, stop524, stop938, stop2364, stop1613, stop1193, stop2560, stop651, stop654, stop2317, stop677, stop923, stop2733, stop973, stop1667, stop20, stop21, stop32, stop933, stop1549, stop336, stop1902, stop1085"
route228,CTA 1047,1,"stop1901, stop335, stop1550, stop932, stop33, stop1668, stop974, stop2732, stop924, stop678, stop2316, stop655, stop449, stop687, stop2723, stop2467, stop2469, stop652, stop2559, stop1192, stop1227, stop1609, stop2365, stop939, stop523, stop533, stop301, stop2337, stop2338, stop1001, stop1776, stop2659, stop2726, stop1887, stop103"
route229,CTA 154,0,"stop103, stop2551, stop2119, stop114, stop206, stop859, stop2235, stop758, stop1231, stop2237, stop745, stop1636, stop1118, stop322, stop2736, stop1117"
route229,CTA 154,1,"stop2435, stop1204, stop483, stop309, stop1116, stop1118, stop1636, stop748, stop743, stop822, stop1231, stop758, stop2236, stop860, stop205, stop1188, stop2001, stop2508, stop1991, stop109"
route23,Microbus,0,"stop2091, stop2340, stop668, stop561, stop2043, stop123, stop715, stop2408, stop731, stop195, stop2525, stop2227, stop2602, stop2720, stop447, stop646"
route230,CTA 356,0,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop1923, stop1248, stop1172"
route230,CTA 356,1,"stop1171, stop2177, stop405, stop1564, stop1560, stop1165, stop1558, stop865, stop934, stop2361, stop2432, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route231,CTA 400-1036,0,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop359, stop1248, stop1172"
route231,CTA 400-1036,1,"stop1171, stop1527, stop1528, stop2177, stop2633, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop1562, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route232,Minibus 158,0,"stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop529, stop1837, stop1474, stop286, stop1556, stop410, stop1936, stop274, stop944, stop2450, stop1241, stop990, stop1476, stop1923, stop2135, stop1248, stop1172"
route232,Minibus 158,1,"stop1171, stop1527, stop1528, stop1924, stop647, stop989, stop1242, stop2451, stop941, stop275, stop1935, stop409, stop1555, stop285, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1661, stop1452, stop104"
route233,Microbus,0,"stop103, stop2170, stop1175, stop1442, stop1407, stop951, stop1301, stop1303, stop2069, stop2006, stop1150, stop1199, stop1048, stop254, stop1856, stop261, stop1680, stop1467, stop1411, stop593, stop1849, stop1403"
route233,Microbus,1,"stop1848, stop592, stop1410, stop1468, stop1681, stop262, stop1855, stop253, stop1200, stop2007, stop2070, stop1304, stop1302, stop950, stop1406, stop1443, stop1176, stop2169, stop106"
route234,Microbus,0,"stop103, stop2170, stop1175, stop1442, stop1407, stop951, stop1301, stop1303, stop2069, stop2006, stop1150, stop1199, stop1048, stop254, stop1856, stop261, stop1680, stop1467"
route234,Microbus,1,"stop1411, stop593, stop1853, stop1833, stop2128, stop1693, stop2331, stop2384, stop2050, stop1163, stop843, stop2338, stop1774, stop2726, stop1929, stop2658, stop1000, stop2345, stop741, stop2218, stop1154, stop1887, stop103"
route235,CTA 1026,0,"stop104, stop2551, stop2119, stop114, stop206, stop859, stop2235, stop758, stop1231, stop2237, stop742, stop1036, stop470, stop431, stop501, stop1773, stop1034, stop1115, stop1863, stop1177, stop560, stop1213, stop2198, stop574, stop1402, stop1392, stop2500, stop2687, stop1758, stop969, stop516, stop493, stop823, stop1324, stop383"
route235,CTA 1026,1,"stop385, stop1325, stop824, stop494, stop517, stop970, stop1759, stop2688, stop2499, stop1393, stop1401, stop575, stop2198, stop2683, stop1178, stop1862, stop1033, stop1772, stop500, stop432, stop471, stop244, stop2397, stop743, stop822, stop1231, stop758, stop2236, stop860, stop205, stop1188, stop2001, stop2508, stop1991, stop109"
route236,Minibus 3,0,"stop108, stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop319, stop1426, stop712, stop709, stop2391, stop704, stop458, stop556, stop96, stop1927, stop836, stop1019, stop1268, stop2129, stop1143, stop1624, stop2569, stop2427, stop1474, stop2358, stop612, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop400, stop2388, stop418"
route236,Minibus 3,1,"stop408, stop417, stop2387, stop401, stop2633, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop2356, stop1475, stop2426, stop2568, stop1623, stop1142, stop2130, stop1269, stop2224, stop2447, stop1020, stop835, stop2061, stop2630, stop97, stop559, stop557, stop457, stop705, stop2392, stop710, stop711, stop124, stop1426, stop320, stop2351, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route237,Microbus,0,"stop1574, stop59, stop630, stop2163, stop1546, stop350, stop1328, stop442, stop327, stop118, stop623, stop2021, stop165, stop488, stop491, stop1984, stop536, stop2571, stop1210, stop2390, stop111, stop2221, stop811, stop2660, stop948, stop1794, stop2590, stop2485, stop1280, stop724, stop2348, stop1937, stop1940, stop466, stop511, stop513, stop1431, stop2063, stop2367, stop1337"
route237,Microbus,1,"stop2472, stop1715, stop1702, stop2064, stop1430, stop514, stop512, stop467, stop1939, stop2347, stop723, stop2486, stop2589, stop1247, stop1795, stop949, stop2376, stop2661, stop812, stop2222, stop110, stop2389, stop1211, stop2570, stop535, stop1985, stop490, stop489, stop164, stop2022, stop622, stop117, stop328, stop441, stop1327, stop1419, stop351, stop1545, stop2162, stop629, stop60, stop1575"
route238,Microbus,0,"stop58, stop1307, stop55, stop831, stop1149, stop594, stop1959, stop1275, stop1823, stop1988, stop1678, stop2109, stop2041, stop706, stop2731, stop1228, stop1611, stop2365, stop939, stop523, stop533, stop301, stop2337, stop2338, stop1001, stop1776, stop2659, stop2726, stop741, stop2218, stop1154, stop1887"
route238,Microbus,1,"stop1929, stop2658, stop1000, stop2345, stop302, stop532, stop524, stop938, stop2364, stop1613, stop1227, stop2730, stop1447, stop2039, stop2108, stop1679, stop1987, stop1824, stop1274, stop1958, stop595, stop1148, stop829, stop54, stop65, stop1293, stop1813, stop1597"
route239,CTA 24s,0,"stop107, stop2584, stop208, stop2284, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1899, stop2120, stop1384, stop1745, stop1264, stop1014, stop1764, stop1628"
route239,CTA 24s,1,"stop104, stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop2351, stop1592, stop1697, stop1976, stop2059, stop1105, stop2102, stop1384, stop1745, stop1264, stop1014, stop1764, stop1628"
route24,Microbus,0,"stop2167, stop734, stop838, stop386, stop46, stop2695, stop4"
route24,Microbus,1,"stop5, stop1871, stop1184, stop2696, stop1509, stop47, stop837, stop734, stop2168"
route240,Microbus,0,"stop1687, stop1239, stop1737, stop1738, stop294, stop256, stop177, stop2210, stop257, stop376"
route240,Microbus,1,"stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop1640, stop1688, stop2116"
route241,CTA 1027,0,"stop1664, stop1876, stop1868, stop1860, stop1998, stop719, stop15, stop2153, stop1605, stop1580, stop1731, stop414, stop679, stop1923, stop2177, stop360, stop664, stop637, stop666, stop754, stop1221, stop1031, stop1181, stop91, stop87, stop1258, stop84, stop89, stop1400, stop331, stop1782, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route241,CTA 1027,1,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop82, stop88, stop86, stop92, stop1180, stop61, stop1030, stop1222, stop755, stop667, stop636, stop665, stop359, stop2176, stop680, stop413, stop1581, stop1588, stop2406, stop2404, stop720, stop721, stop1997, stop1861, stop1869, stop1877, stop1664"
route242,CTA 1081,0,"stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop2360, stop935, stop866, stop1557, stop1164, stop1561, stop1565, stop406, stop2450, stop1241, stop990, stop1476, stop2452, stop680, stop413, stop1581, stop1588, stop2406, stop2404, stop720, stop1997, stop1861, stop1869, stop1877, stop1664"
route242,CTA 1081,1,"stop1876, stop1868, stop1860, stop1998, stop719, stop15, stop2405, stop2153, stop1605, stop2251, stop416, stop2171, stop1081, stop989, stop1242, stop2451, stop274, stop940, stop405, stop1564, stop1560, stop1165, stop1558, stop865, stop934, stop2361, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1661, stop1452, stop104"
route243,CTA 1148,0,"stop2576, stop989, stop1242, stop2451, stop941, stop275, stop1935, stop409, stop1555, stop285, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route243,CTA 1148,1,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop81, stop1259, stop86, stop92, stop1180, stop61, stop1030, stop1222, stop755, stop667, stop636, stop665, stop359, stop2176, stop680, stop413, stop1581, stop1588, stop2406, stop2404, stop720, stop721, stop1997, stop1664"
route244,CTA 330,0,"stop1664, stop1876, stop1868, stop1860, stop1998, stop2576, stop989, stop1242, stop2451, stop941, stop275, stop1935, stop409, stop1555, stop934, stop2361, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route244,CTA 330,1,"stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop2360, stop935, stop866, stop1557, stop1164, stop1561, stop1564, stop1936, stop274, stop944, stop2450, stop1241, stop990, stop1080, stop2575, stop925, stop1997, stop1861, stop1869, stop1877, stop1664"
route245,CTA 724,0,"stop107, stop2584, stop208, stop2284, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1900, stop96, stop2629, stop836, stop1019, stop2447, stop2180, stop2673, stop127, stop51, stop2329"
route245,CTA 724,1,"stop1729, stop2328, stop50, stop2672, stop2181, stop1020, stop835, stop2061, stop2630, stop97, stop559, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop207, stop1661, stop1452, stop104"
route246,Agyad Gm1,0,"stop103, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop81, stop1259, stop86, stop2537, stop2287, stop764, stop2290, stop347, stop1925, stop580, stop578, stop518, stop1182, stop1313, stop1166, stop1152, stop233, stop2038, stop1889, stop1244, stop1441, stop963, stop959, stop1783"
route246,Agyad Gm1,1,"stop1783, stop962, stop1439, stop1243, stop1888, stop2604, stop1316, stop2037, stop232, stop1151, stop1167, stop1099, stop1144, stop1312, stop1183, stop579, stop1217, stop345, stop2289, stop762, stop2288, stop2536, stop90, stop87, stop1258, stop84, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1661, stop1452, stop104"
route247,CTA 828,0,"stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop529, stop1837, stop1474, stop286, stop1556, stop410, stop1936, stop274, stop944, stop2450, stop1241, stop990, stop1170"
route247,CTA 828,1,"stop1859, stop1857, stop1169, stop989, stop1242, stop2451, stop941, stop275, stop1935, stop409, stop1555, stop285, stop1475, stop1838, stop528, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route248,Minibus 25,0,"stop103, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop82, stop88, stop86, stop2537, stop2287, stop762, stop279, stop282, stop2592, stop2705, stop2260, stop1047, stop1866"
route248,Minibus 25,1,"stop192, stop1049, stop696, stop1045, stop2262, stop2706, stop2591, stop283, stop278, stop763, stop2288, stop2536, stop90, stop87, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1663, stop104"
route249,CTA 39-1007,0,"stop107, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop330, stop1319, stop1743, stop1516, stop1010, stop2631, stop2504, stop613, stop1563, stop2566, stop2133, stop1872"
route249,CTA 39-1007,1,"stop62, stop1799, stop1562, stop612, stop2505, stop1008, stop2631, stop1766, stop1155, stop352, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1661, stop1452, stop104"
route25,Minibus,0,"stop8, stop448, stop2534, stop2603, stop2714, stop1713, stop2228, stop2526, stop196, stop732, stop2406, stop716, stop2324, stop2042, stop562, stop367, stop2339, stop1366, stop685, stop265, stop2178, stop1, stop1092, stop2336, stop2475, stop1803, stop2327"
route250,CTA 130,0,"stop1935, stop409, stop1555, stop285, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route250,CTA 130,1,"stop103, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop529, stop1837, stop1474, stop286, stop1556, stop410, stop1935, stop1875"
route251,Agyad Gm2,0,"stop103, stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop400, stop1565, stop406, stop2065, stop750, stop2452, stop1923, stop2135, stop2263, stop1990, stop1583, stop2532"
route251,Agyad Gm2,1,"stop2533, stop1582, stop1989, stop2264, stop2134, stop1924, stop2453, stop751, stop2066, stop405, stop417, stop2387, stop401, stop2633, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop1562, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route252,CTA 82,0,"stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop319, stop1426, stop2585, stop2527, stop1882"
route252,CTA 82,1,"stop1882, stop320, stop2351, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route253,Microbus,0,"stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop2351, stop1592, stop1697, stop1976, stop2059, stop1105, stop2102, stop2483, stop2477"
route253,Microbus,1,"stop2484, stop2101, stop1104, stop2060, stop1977, stop1698, stop1591, stop2352, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route254,CTA 124,0,"stop103, stop2472, stop1715, stop521, stop1194, stop1197, stop1396, stop180, stop1382, stop1487, stop1500, stop1506, stop1489, stop1333, stop2156, stop659, stop965, stop2393, stop2012"
route254,CTA 124,1,"stop2008, stop2394, stop966, stop658, stop2157, stop1334, stop1488, stop1486, stop1383, stop181, stop1397, stop1196, stop1195, stop522, stop1684, stop1702, stop1337"
route255,CTA 1083,0,"stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop1563, stop436, stop1756, stop1139, stop2400, stop435, stop2378, stop1405, stop357, stop2632, stop2388, stop418, stop406, stop942, stop2450, stop1241, stop990, stop1080, stop1256, stop1473, stop415, stop2250, stop1588, stop2409, stop1672, stop2074, stop2141, stop2146, stop1206, stop1428, stop972, stop2583, stop870, stop229, stop210, stop2144, stop1720, stop2143, stop2299, stop39, stop1361, stop2272, stop589, stop2443, stop2136"
route255,CTA 1083,1,"stop2137, stop2442, stop588, stop2273, stop1360, stop788, stop2386, stop2202, stop1098, stop2138, stop2145, stop209, stop1448, stop228, stop869, stop2582, stop971, stop1427, stop1207, stop1323, stop2142, stop2075, stop1671, stop2407, stop1605, stop1580, stop1731, stop414, stop679, stop2453, stop751, stop2066, stop405, stop2633, stop1404, stop2377, stop434, stop2399, stop1755, stop437, stop1562, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2286, stop207, stop1661, stop1452, stop104"
route256,CTA 28,0,"stop2584, stop208, stop2284, stop2296, stop212, stop202, stop188, stop1762, stop2300, stop2293, stop967, stop2350, stop712, stop709, stop2391, stop704, stop458, stop556, stop1899, stop2120, stop1384, stop1745, stop1253, stop1780, stop2728, stop2158"
route256,CTA 28,1,"stop2729, stop1781, stop1252, stop1746, stop1385, stop2121, stop1898, stop558, stop557, stop457, stop705, stop2392, stop710, stop711, stop2349, stop2585, stop1943, stop189, stop201, stop211, stop207, stop1661, stop1452"
route257,CTA 211,0,"stop108, stop918, stop259, stop1246, stop1297, stop1006, stop2106, stop2351, stop1592, stop1697, stop1976, stop2059, stop1105, stop2102, stop2483, stop2478, stop1966, stop1003, stop1973, stop1174, stop122, stop1963, stop2248, stop2242, stop2240"
route257,CTA 211,1,"stop2239, stop2241, stop2247, stop1962, stop121, stop2246, stop1964, stop1974, stop1002, stop1968, stop2484, stop2101, stop1104, stop2060, stop1977, stop1698, stop1591, stop2352, stop2105, stop1007, stop1298, stop1245, stop260, stop917, stop1887, stop103"
route258,CTA 15,0,"stop103, stop2472, stop1715, stop521, stop1194, stop1388, stop1390, stop2581, stop2379, stop2382"
route258,CTA 15,1,"stop1053, stop1201, stop2580, stop1389, stop1196, stop1396, stop1195, stop522, stop1684, stop1702, stop1337, stop2550, stop104"
route259,CTA 940s,0,"stop2584, stop208, stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop93, stop227, stop230, stop1744, stop1010, stop2631, stop2504, stop613, stop2360, stop935, stop866, stop1557, stop1164, stop1561, stop1565, stop406, stop2065, stop750, stop2452, stop680, stop413, stop1581, stop1588, stop2406, stop2404, stop720, stop721, stop2544, stop2401"
route259,CTA 940s,1,"stop2401, stop2543, stop722, stop719, stop15, stop2405, stop2153, stop1605, stop2251, stop416, stop2171, stop1081, stop989, stop1242, stop2451, stop274, stop940, stop405, stop1564, stop1560, stop1165, stop1558, stop865, stop934, stop2361, stop612, stop2505, stop1008, stop1009, stop1742, stop231, stop226, stop94, stop89, stop1400, stop331, stop1782, stop1479, stop567, stop1254, stop2295, stop2282, stop207, stop1661, stop1452, stop104"
route26,Microbus,0,"stop2283, stop2294, stop1255, stop568, stop1478, stop213, stop329, stop643, stop82, stop88, stop86, stop2537, stop2287, stop2290, stop346, stop569, stop2724, stop64, stop269, stop1359, stop1438, stop1203, stop601, stop2649"
route26,Microbus,1,"stop4, stop894, stop579, stop1217, stop345, stop2289, stop2288, stop2536, stop90, stop87, stop89, stop1400, stop331, stop1782, stop1254, stop2295"
route260,CTA 160,0,"stop2424, stop1261, stop2354, stop2702, stop309, stop1116, stop1118, stop1636, stop748, stop743, stop822, stop1231, stop758, stop2236, stop860, stop205, stop1188, stop2001, stop2508, stop1991, stop104"
