route_id,route_short_name,direction_id,stops
route126,Microbus,0,"stop52, stop2704, stop2301, stop1365, stop317, stop1768, stop767, stop2597, stop2655, stop2297, stop2172, stop469, stop440, stop1602, stop616, stop337, stop2279, stop856, stop1598, stop58, stop1307, stop55, stop831, stop1147, stop594, stop1959, stop1275, stop1823, stop1988, stop1678, stop2109, stop2041, stop706, stop2730, stop1229, stop1612"
route126,Microbus,1,"stop1227, stop2730, stop1446, stop2040, stop2110, stop1679, stop1987, stop1824, stop1274, stop1958, stop595, stop1148, stop829, stop54, stop65, stop1293, stop1813, stop1597, stop855, stop2278, stop338, stop617, stop1601, stop439, stop468, stop2173, stop2298, stop2654, stop2598, stop766, stop1769, stop318, stop1364, stop2302, stop2703, stop53"
route127,Box,0,"stop546, stop2638, stop1654"
route127,Box,1,"stop1654, stop2639, stop547"
route128,Tomnaya,0,"stop52, stop2704, stop2301, stop1365, stop317, stop1305, stop2410, stop586, stop52, stop2704, stop2301, stop1365, stop317, stop1768"
route128,Tomnaya,1,"stop1770, stop318, stop1364, stop2302, stop2703, stop53, stop318, stop1364, stop2302, stop2703, stop53, stop587, stop2411, stop1306"
route129,CTA 1017,0,"stop2478, stop1966, stop1003, stop1973, stop1174, stop2342, stop2623, stop904, stop900, stop314, stop3, stop478, stop2258, stop1368, stop1128, stop759, stop304, stop1458, stop248, stop302, stop532, stop524, stop938, stop2366, stop1610, stop1227, stop2730, stop1446, stop2039, stop2108, stop1679, stop1987, stop1824, stop1274, stop1958, stop595, stop1148, stop829, stop65, stop1293, stop1813, stop1597, stop855, stop2278, stop338, stop617, stop1601, stop439, stop468, stop2173, stop2298, stop2654, stop2598, stop766, stop1769, stop318, stop1364, stop2302, stop2703"
route129,CTA 1017,1,"stop2704, stop1770, stop767, stop2597, stop2655, stop2297, stop2172, stop469, stop440, stop1602, stop616, stop337, stop2279, stop856, stop1598, stop58, stop1307, stop55, stop831, stop1149, stop594, stop1959, stop1275, stop1823, stop1988, stop1678, stop2109, stop2041, stop706, stop2731, stop1228, stop1611, stop2365, stop939, stop523, stop533, stop301, stop2337, stop37, stop249, stop1457, stop303, stop761, stop1127, stop1369, stop537, stop2257, stop479, stop2, stop905, stop899, stop2325, stop2624, stop2344, stop2246, stop1964, stop1974, stop1002, stop1968, stop2479, stop2477"
route13,CTA 80,0,"stop324, stop364, stop326, stop1653, stop2220, stop1910, stop2463, stop982, stop762, stop279, stop2053, stop281, stop2291, stop40, stop1059, stop1016, stop187, stop2280, stop1295, stop520, stop1980, stop601, stop2649, stop7"
route13,CTA 80,1,"stop2648, stop602, stop1725, stop728, stop1981, stop519, stop1296, stop2281, stop186, stop284, stop1058, stop280, stop2052, stop282, stop2706, stop2591, stop278, stop764, stop981, stop2462, stop161, stop324"
route130,Microbus,0,"stop52, stop2704, stop2301, stop1365, stop317, stop1768, stop767, stop2597, stop2655, stop2297, stop2172, stop469, stop440, stop1602, stop616, stop337, stop2279, stop856, stop1598, stop58, stop1307, stop55, stop831, stop1149, stop594, stop1959, stop1275, stop1823, stop1988, stop1678, stop2109, stop2041, stop706, stop2731, stop1228, stop1611, stop2365, stop939, stop523, stop533, stop301, stop2337, stop37, stop249, stop1457, stop303, stop761, stop1127, stop1369, stop537, stop2257, stop479, stop2, stop905, stop899, stop2325, stop2624, stop2344, stop2246, stop1964, stop1974, stop1002"
route130,Microbus,1,"stop1003, stop1973, stop1174, stop2342, stop2623, stop904, stop900, stop314, stop3, stop478, stop2258, stop1368, stop1128, stop759, stop304, stop1458, stop248, stop844, stop2049, stop2383, stop2333, stop1694, stop2127, stop1834, stop1852, stop2321, stop2322, stop1314, stop1590, stop729, stop2506, stop1336, stop1825, stop2662, stop597, stop600, stop370, stop1791, stop443, stop446, stop315, stop573, stop920, stop1040, stop921, stop1305, stop2410, stop586"
route131,Microbus,0,"stop586, stop52, stop2411, stop1306, stop922, stop1041, stop919, stop572, stop316, stop445, stop444, stop1790, stop371, stop599, stop598, stop2663, stop1826, stop1335, stop2507, stop730, stop1589, stop342, stop273, stop2320, stop1331, stop841, stop1753, stop2192, stop662, stop2330, stop2008"
route131,Microbus,1,"stop2011, stop2020, stop2323, stop663, stop2191, stop1754, stop842, stop1332, stop1849, stop2321, stop2322, stop1314, stop1590, stop729, stop2506, stop1336, stop1825, stop2662, stop597, stop600, stop370, stop1791, stop443, stop446, stop315, stop573, stop920, stop1040, stop921, stop1305, stop2410, stop586, stop52"
route132,Microbus,0,"stop52, stop2704, stop905, stop899, stop2325, stop2624, stop2341, stop2343, stop1804, stop2474, stop1373, stop1091, stop2032, stop2179, stop266, stop1730, stop1367, stop2093"
route132,Microbus,1,"stop2095, stop1366, stop685, stop265, stop2178, stop1, stop1092, stop2336, stop2475, stop1803, stop2327, stop2249, stop2244, stop2342, stop2623, stop904, stop900, stop314, stop3, stop478, stop2258, stop1368, stop1128, stop759, stop304, stop1458, stop248, stop302, stop532, stop524, stop938, stop34, stop2072, stop2083, stop1548, stop1314, stop1590, stop729, stop2506, stop1336, stop1825, stop2662, stop597, stop600, stop370, stop1791, stop443, stop446, stop315, stop573, stop920, stop1040, stop921, stop1305, stop2410, stop586"
route133,Microbus,0,"stop52, stop2704, stop2301, stop1365, stop317, stop1768, stop767, stop2597, stop2655, stop2297, stop2172, stop469, stop440, stop1602, stop616, stop337, stop2279, stop856, stop1598, stop58, stop1307, stop55, stop831, stop1149, stop594, stop1959, stop1275, stop1823, stop1988, stop1678, stop2109, stop2041, stop706, stop2731, stop1228, stop1611, stop2365, stop939, stop523, stop533, stop301, stop2337, stop2338, stop1001, stop1776, stop2659, stop2726, stop2529, stop1662, stop2584, stop208, stop2283"
route133,Microbus,1,"stop2285, stop2528, stop1929, stop2658, stop1000, stop2345, stop844, stop2049, stop2383, stop2333, stop1694, stop2127, stop1834, stop1852, stop2321, stop2322, stop1314, stop1590, stop729, stop2506, stop1336, stop1825, stop2662, stop597, stop600, stop370, stop1791, stop443, stop446, stop315, stop573, stop920, stop1040, stop921, stop1305, stop2410, stop586, stop52"
route134,Tomnaya,0,"stop63, stop57, stop2493, stop65, stop1293, stop1813, stop1597, stop855, stop2278, stop338, stop617, stop1601, stop439, stop468, stop2173, stop2298, stop2654, stop2598, stop766, stop1769, stop318, stop1364, stop2302, stop2703, stop53, stop587"
route134,Tomnaya,1,"stop586, stop1770, stop767, stop2597, stop2655, stop2297, stop2172, stop469, stop440, stop1602, stop616, stop337, stop2279, stop856, stop1598, stop58, stop66, stop2494, stop63"
route135,Tomnaya,0,"stop63, stop57, stop2493, stop65, stop1293, stop1813, stop1597, stop855, stop2278, stop338, stop617, stop1601, stop439, stop468, stop2173, stop2298, stop2654, stop2598, stop766, stop1771"
route135,Tomnaya,1,"stop767, stop2597, stop2655, stop2297, stop2172, stop469, stop440, stop1602, stop616, stop337, stop2279, stop856, stop1598, stop58, stop66, stop2494, stop56"
route136,Microbus,0,"stop2725, stop186, stop284, stop1058, stop280, stop2052, stop1191, stop1657, stop1766, stop1520, stop2439, stop1839, stop928, stop141, stop713, stop952, stop100"
route137,Minibus 54,0,"stop64, stop69, stop2548, stop1957, stop877, stop1751, stop1551, stop2253, stop1045, stop2261, stop2706, stop2591, stop283, stop278, stop764, stop981, stop2462, stop1911, stop1288, stop1840, stop174, stop2398, stop747, stop1817, stop577, stop1801, stop339, stop2068, stop1431, stop2063, stop1704, stop521, stop1194, stop1197, stop1396, stop180, stop1382, stop1487, stop1500, stop1506, stop2175, stop1493, stop726, stop1542, stop2596, stop1238, stop1136, stop826, stop272, stop571, stop2614, stop2233, stop2234, stop1531"
route138,Microbus,0,"stop940, stop858, stop456, stop1752, stop1485, stop2260, stop2705, stop2252, stop878, stop1956, stop2547, stop2724"
route138,Microbus,1,"stop2548, stop1957, stop877, stop2253, stop632, stop876, stop1484, stop2566, stop2133, stop2051, stop2632"
